,URL,Title,Artist,dateAcquired,dateCreated,Nationality,Gender,Text,Keywords,Department,Nation,country_code,Divide,Region,Source,Gender_ID
239,https://artbase.rhizome.org/wiki/Q2464,p a r a : / / a database of wonders,Jane Marsching,2002,2001,American,F,p r axa0 revolves around notion pareidolia type illusion misperception involving capacity people see blind certainty patterns unstructured data examples pareidolia include famous nasa image face mars visions mary foggy window shroud turin vernacular mythical examples might include constellations man moon cloud shapes etc nmodeled upon database architecture drawing art traditions bricolage found object p r axa0 collects data gathered web reconfigures reclusters reorders datachains infobytes new patterns nin p r axa0 form database interwoven antithesis varying diverging narrative structures search engines keyword assemblages narrative collections result momentary groupings data create images stories journeysnlike early wunderkammer cabinet curiosities p r axa0 draws together data based desire wonder images various reasons ambiguous seemingly meaningless read alternative ways manipulated certain meanings translated speculative theoretical methodologies form p r axa0 core nthe images culled primarily web created number different photographic methodologies historical contemporary first photographs 1840s 3d visualizations cosmic strings theoretical physics represent gamut desire see world around us see matter seeing farthest images galileo mission jupiters moons seeing farthest within atomic particles bubble chamber gather together effort imagination science art illusion representation finally desirejane marschin7 january 2002ane marsching p r axa0 database wonderjane marschingnnarrative database conceptual space marginality interact digital desire archive quicktime javascript html flash email visuap r axa0 revolves around notion pareidolia type illusion misperception involving capacity people see blind certainty patterns unstructured data examples pareidolia include famous nasa image face mars visions mary foggy window shroud turin vernacular mythical examples might include constellations man moon cloud shapes etc nmodeled upon database architecture drawing art traditions bricolage found object p r axa0 collects data gathered web reconfigures reclusters reorders datachains infobytes new patterns nin p r axa0 form database interwoven antithesis varying diverging narrative structures search engines keyword assemblages narrative collections result momentary groupings data create images stories journeysnlike early wunderkammer cabinet curiosities p r axa0 draws together data based desire wonder images various reasons ambiguous seemingly meaningless read alternative ways manipulated certain meanings translated speculative theoretical methodologies form p r axa0 core nthe images culled primarily web created number different photographic methodologies historical contemporary first photographs 1840s 3d visualizations cosmic strings theoretical physics represent gamut desire see world around us see matter seeing farthest images galileo mission jupiters moons seeing farthest within atomic particles bubble chamber gather together effort imagination science art illusion representation finally desirejane marschin7 january 2002 p r axa0 revolves around notion pareidolia type illusion misperception involving capacity people see blind certainty patterns unstructured data examples pareidolia include famous nasa image face mars visions mary foggy window shroud turin vernacular mythical examples might include constellations man moon cloud shapes etc nmodeled upon database architecture drawing art traditions bricolage found object p r axa0 collects data gathered web reconfigures reclusters reorders datachains infobytes new patterns nin p r axa0 form database interwoven antithesis varying diverging narrative structures search engines keyword assemblages narrative collections result momentary groupings data create images stories journeysnlike early wunderkammer cabinet curiosities p r axa0 draws together data based desire wonder images various reasons ambiguous seemingly meaningless read alternative ways manipulated certain meanings translated speculative theoretical methodologies form p r axa0 core nthe images culled primarily web created number different photographic methodologies historical contemporary first photographs 1840s 3d visualizations cosmic strings theoretical physics represent gamut desire see world around us see matter seeing farthest images galileo mission jupiters moons seeing farthest within atomic particles bubble chamber gather together effort imagination science art illusion representation finally desire jane marschin7 january 2002 jane marsching 7 january 2002 descriptive tagsjane marsching p r axa0 database wonderjane marschingnnarrative database conceptual space marginality interact digital desire archive quicktime javascript html flash email visuadescriptive tags jane marsching p r axa0 database wonderjane marsching jane marsching p r axa0 database wonders jane marsching jane marsching narrative database conceptual space marginality interact digital desire archive quicktime javascript html flash email visuanarrative database conceptual space marginality interact digital desire archive quicktime javascript html flash email visual,"r, p, database, data, images, desire, see, marsching, narrative, around, pareidolia, illusion, patterns, examples, include, art, web, form, together, theoretical",Still Images,United States,USA,Global North,North America,Rhizome,1
240,https://artbase.rhizome.org/wiki/Q2189,oversaturation,luis hernandez galvan,2005,2005,Mexican,M,opengl based 3d videogame exploring oversaturation gameplay visual audio experience hardware loadnavaliable space always stake mediaspace mindspace purely physical space oversaturation common global processes fluxes material linguistic evolve real time shape magnitude fluxes acting onto limited spaces conscience earths surface bandwidth etc add pressure host surfaces pressure defined process organisms keep multiplying processes evolving complexity available space becomes limited eventually tends disappear game keeping personal space clear life theoretically infinite processnplaying downlad install menu use spacebar enter options desired esc go back playing use four arrows keyboard move gamespace objective game keep continuously growing systems oversaturating space passing thereby aihilating longer structures remain untouched theyll grow thickness strength older segments become difficult pass even impossibleninterface two systems evolving real time within different patterns first matrix thats gamespace expands caot get past else youll bounce back second set five random spatial saturating patterns youll destroy certain percentage cube occupied patterns suffocate even theres still available space atop three dimensional live action theres couple twodimensional maps one providing real time planar representation state whole system one left shows top view one right side view idea space saturated available space isnquick modding open game contents locate configlua andor artpacklua oversaturationresourcesscripts files edited using simple text editor files contain small explanation thats pretty clear download source codentechnical opengl based 3d videogame exploring oversaturation gameplay visual audio experience hardware load game based source code meticulosly wrttten gl_tron andreas umbach development used c c lua scripting language following libraries frameworks opengl sdl sdl sound sdl net lua nebu opensource project released gnu general public licensenthis work produced mexico city mindluis hernandez galva29 march 2005 opengl based 3d videogame exploring oversaturation gameplay visual audio experience hardware loadnavaliable space always stake mediaspace mindspace purely physical space oversaturation common global processes fluxes material linguistic evolve real time shape magnitude fluxes acting onto limited spaces conscience earths surface bandwidth etc add pressure host surfaces pressure defined process organisms keep multiplying processes evolving complexity available space becomes limited eventually tends disappear game keeping personal space clear life theoretically infinite processnplaying downlad install menu use spacebar enter options desired esc go back playing use four arrows keyboard move gamespace objective game keep continuously growing systems oversaturating space passing thereby aihilating longer structures remain untouched theyll grow thickness strength older segments become difficult pass even impossibleninterface two systems evolving real time within different patterns first matrix thats gamespace expands caot get past else youll bounce back second set five random spatial saturating patterns youll destroy certain percentage cube occupied patterns suffocate even theres still available space atop three dimensional live action theres couple twodimensional maps one providing real time planar representation state whole system one left shows top view one right side view idea space saturated available space isnquick modding open game contents locate configlua andor artpacklua oversaturationresourcesscripts files edited using simple text editor files contain small explanation thats pretty clear download source codentechnical opengl based 3d videogame exploring oversaturation gameplay visual audio experience hardware load game based source code meticulosly wrttten gl_tron andreas umbach development used c c lua scripting language following libraries frameworks opengl sdl sdl sound sdl net lua nebu opensource project released gnu general public licensenthis work produced mexico city mindluis hernandez galva29 march 2005 opengl based 3d videogame exploring oversaturation gameplay visual audio experience hardware loadnavaliable space always stake mediaspace mindspace purely physical space oversaturation common global processes fluxes material linguistic evolve real time shape magnitude fluxes acting onto limited spaces conscience earths surface bandwidth etc add pressure host surfaces pressure defined process organisms keep multiplying processes evolving complexity available space becomes limited eventually tends disappear game keeping personal space clear life theoretically infinite processnplaying downlad install menu use spacebar enter options desired esc go back playing use four arrows keyboard move gamespace objective game keep continuously growing systems oversaturating space passing thereby aihilating longer structures remain untouched theyll grow thickness strength older segments become difficult pass even impossibleninterface two systems evolving real time within different patterns first matrix thats gamespace expands caot get past else youll bounce back second set five random spatial saturating patterns youll destroy certain percentage cube occupied patterns suffocate even theres still available space atop three dimensional live action theres couple twodimensional maps one providing real time planar representation state whole system one left shows top view one right side view idea space saturated available space isnquick modding open game contents locate configlua andor artpacklua oversaturationresourcesscripts files edited using simple text editor files contain small explanation thats pretty clear download source codentechnical opengl based 3d videogame exploring oversaturation gameplay visual audio experience hardware load game based source code meticulosly wrttten gl_tron andreas umbach development used c c lua scripting language following libraries frameworks opengl sdl sdl sound sdl net lua nebu opensource project released gnu general public licensenthis work produced mexico city mind luis hernandez galva29 march 2005 luis hernandez galvan 29 march 2005,"space, game, opengl, based, oversaturation, real, time, available, patterns, one, sdl, videogame, exploring, gameplay, visual, audio, experience, hardware, processes, fluxes",Moving Images,Mexico,MEX,Global South,South/Latin America,Rhizome,0
241,https://artbase.rhizome.org/wiki/Q2273,Outskirt,Lacie Garnes,2006,2005,American,F,outskirt project study private vs public body gather information using surveillance technologies similar utilized capturing voyeuristic material known upskirting voyeurism class c felony however exists loophole stating prosecution upskirt voyeurs unconstitutional due confines determines private public space images taken public places photographer caot tried voyeur lawnwhile statement gives reasons project developed legislation social structures voyeurism became really compelling video footage collected result framing device legs gazing skirt strong feminine presence device charges piece mundane surveillance footage sexually aperture quivers open shut much like orifice camera body assumption made camera inside body work reveals looks like feels like woman public space times unavoidably vulnerable unavoidably exposedlacie garne5 december 2006 outskirt project study private vs public body gather information using surveillance technologies similar utilized capturing voyeuristic material known upskirting voyeurism class c felony however exists loophole stating prosecution upskirt voyeurs unconstitutional due confines determines private public space images taken public places photographer caot tried voyeur lawnwhile statement gives reasons project developed legislation social structures voyeurism became really compelling video footage collected result framing device legs gazing skirt strong feminine presence device charges piece mundane surveillance footage sexually aperture quivers open shut much like orifice camera body assumption made camera inside body work reveals looks like feels like woman public space times unavoidably vulnerable unavoidably exposedlacie garne5 december 2006 outskirt project study private vs public body gather information using surveillance technologies similar utilized capturing voyeuristic material known upskirting voyeurism class c felony however exists loophole stating prosecution upskirt voyeurs unconstitutional due confines determines private public space images taken public places photographer caot tried voyeur lawnwhile statement gives reasons project developed legislation social structures voyeurism became really compelling video footage collected result framing device legs gazing skirt strong feminine presence device charges piece mundane surveillance footage sexually aperture quivers open shut much like orifice camera body assumption made camera inside body work reveals looks like feels like woman public space times unavoidably vulnerable unavoidably exposed lacie garne5 december 2006 lacie garnes 5 december 2006,"public, body, like, project, private, surveillance, voyeurism, space, footage, device, camera, unavoidably, december, outskirt, study, vs, gather, information, using, technologies",Moving Images,United States,USA,Global North,North America,Rhizome,1
242,https://artbase.rhizome.org/wiki/Q2709,Our Land,Ronnie Bass,2007,2006,American,M,land story computer store manager two employees brought together woodcarving hobby decide relocate desert begin microchip factorystaf2021nour land fictitious account possibilities laboring class achieve dreams prosperity autonomy perhaps salvation premise story computer store manager two employees brought together woodcarving hobby decide relocate desert begin microchip factorynat base land hope people may escape find contentment within oppressive social economic situations land explores social utopias fringe religions new inventions black box technologies tactics late capitalism friendship nour land originally exhibited video installation comprising theater foyer modeled businesses protestant churches north texas nroie bass wrote edited constructed sets composed performed music land actors include roie bass jeremy eilers katherine mcleodroie bas4 january 2007 land story computer store manager two employees brought together woodcarving hobby decide relocate desert begin microchip factorystaf2021 land story computer store manager two employees brought together woodcarving hobby decide relocate desert begin microchip factory staf2021 2021 land fictitious account possibilities laboring class achieve dreams prosperity autonomy perhaps salvation premise story computer store manager two employees brought together woodcarving hobby decide relocate desert begin microchip factorynat base land hope people may escape find contentment within oppressive social economic situations land explores social utopias fringe religions new inventions black box technologies tactics late capitalism friendship nour land originally exhibited video installation comprising theater foyer modeled businesses protestant churches north texas nroie bass wrote edited constructed sets composed performed music land actors include roie bass jeremy eilers katherine mcleodroie bas4 january 2007 land fictitious account possibilities laboring class achieve dreams prosperity autonomy perhaps salvation premise story computer store manager two employees brought together woodcarving hobby decide relocate desert begin microchip factorynat base land hope people may escape find contentment within oppressive social economic situations land explores social utopias fringe religions new inventions black box technologies tactics late capitalism friendship nour land originally exhibited video installation comprising theater foyer modeled businesses protestant churches north texas nroie bass wrote edited constructed sets composed performed music land actors include roie bass jeremy eilers katherine mcleod roie bas4 january 2007 roie bass 4 january 2007,"land, bass, story, computer, store, manager, two, employees, brought, together, woodcarving, hobby, decide, relocate, desert, begin, microchip, social, roie, january",Moving Images,United States,USA,Global North,North America,Rhizome,0
243,https://artbase.rhizome.org/wiki/Q3285,Oribotics [laboratory],Matt Gardiner,2006,2005,Australian,M,oribotics laboratory continues matt gardiners exploration robotic origami focuses natural beauty found mechanical motion folded forms oribotics expanded live network oribotic flowers viewer interact relax consider growing relationship biology technologynoribotics hybrid field embraces folding technology origami means folding paper term oribot means folding robot present research engaged works lifelike qualities plants particular flowersnthe 2005 generation oribotic flowers respond changing light levels networked light data projectors reflect status weather cities around world nusers interact work sending simple text commands sms messages using mobile phone commands flow oribots ecosystem network makes lighting soundscape shifts relation new command live weather datanthe motion oribot blossoming swift uncay beautiful durable suggestive nature pure oribotics comematt gardine27 march 2006 oribotics laboratory continues matt gardiners exploration robotic origami focuses natural beauty found mechanical motion folded forms oribotics expanded live network oribotic flowers viewer interact relax consider growing relationship biology technologynoribotics hybrid field embraces folding technology origami means folding paper term oribot means folding robot present research engaged works lifelike qualities plants particular flowersnthe 2005 generation oribotic flowers respond changing light levels networked light data projectors reflect status weather cities around world nusers interact work sending simple text commands sms messages using mobile phone commands flow oribots ecosystem network makes lighting soundscape shifts relation new command live weather datanthe motion oribot blossoming swift uncay beautiful durable suggestive nature pure oribotics comematt gardine27 march 2006 oribotics laboratory continues matt gardiners exploration robotic origami focuses natural beauty found mechanical motion folded forms oribotics expanded live network oribotic flowers viewer interact relax consider growing relationship biology technologynoribotics hybrid field embraces folding technology origami means folding paper term oribot means folding robot present research engaged works lifelike qualities plants particular flowersnthe 2005 generation oribotic flowers respond changing light levels networked light data projectors reflect status weather cities around world nusers interact work sending simple text commands sms messages using mobile phone commands flow oribots ecosystem network makes lighting soundscape shifts relation new command live weather datanthe motion oribot blossoming swift uncay beautiful durable suggestive nature pure oribotics come matt gardine27 march 2006 matt gardiner 27 march 2006,"oribotics, folding, origami, motion, live, network, oribotic, flowers, interact, means, oribot, light, weather, commands, matt, march, laboratory, continues, gardiners, exploration",Media and Performance,Australia,AUS,Global North,Asia & Pacific,Rhizome,0
244,https://artbase.rhizome.org/wiki/Q1766,open-loop.org,Tiffany Holmes,2004,2004,American ,F,openloop collective documents video surveillance chicagos downtown area commonly known loop efforts reveal enormous percentage public space downtown chicago continuously monitored surveillance devices whether operated government private entities devices establish constant watch activities taking place much loop visitors site access camera types views add new camera locations maptiffany holme27 april 2004 openloop collective documents video surveillance chicagos downtown area commonly known loop efforts reveal enormous percentage public space downtown chicago continuously monitored surveillance devices whether operated government private entities devices establish constant watch activities taking place much loop visitors site access camera types views add new camera locations maptiffany holme27 april 2004 openloop collective documents video surveillance chicagos downtown area commonly known loop efforts reveal enormous percentage public space downtown chicago continuously monitored surveillance devices whether operated government private entities devices establish constant watch activities taking place much loop visitors site access camera types views add new camera locations map tiffany holme27 april 2004 tiffany holmes 27 april 2004,"surveillance, downtown, loop, devices, camera, april, openloop, collective, documents, video, chicagos, area, commonly, known, efforts, reveal, enormous, percentage, public, space",Moving Images,United States,USA,Global North,North America,Rhizome,1
245,https://artbase.rhizome.org/wiki/Q3204,Open House,"Joshua White, Michael Smith",2009,1998,"American, American ","M, M",conceived produced michael smith joshua white 19981999 videotapes artworks exhibition created specifically sitespecific installation piecejoshua white michael smit9 november 2009 conceived produced michael smith joshua white 19981999 videotapes artworks exhibition created specifically sitespecific installation piecejoshua white michael smit9 november 2009 conceived produced michael smith joshua white 19981999 videotapes artworks exhibition created specifically sitespecific installation piece joshua white michael smit9 november 2009 joshua white michael smith 9 november 2009,"michael, white, joshua, smith, november, conceived, produced, videotapes, artworks, exhibition, created, specifically, sitespecific, installation, piecejoshua, piece",Moving Images,United States,USA,Global North,North America,Rhizome,2
246,https://artbase.rhizome.org/wiki/Q2160,onewordmovie,"Beat Brogle, Philippe Zimmermann",2004,2003,"Swiss, missing","M, M",one word movie website organizes flood images internet flickering film based search term provided userstaf2021none word movie extraordinary online project swiss artist beat brogle philippe zimmerma organises flood images internet flickering film based word provided user specially programmed search engine built top popular image search facilities available internet forms basis fascinating exploration internet imaginary supplied banal internet actions search term engine produces hit list images provide raw material movie generated instantaneously using latest web imagery kinship structural film 1960s 1970s semantic image search raises cognitive question figured prominently modern art relationship image text time posed anew practical urgent matter directly affecting habits millions internet usersbeat brogle philippe zimmerm22 november 2004 one word movie website organizes flood images internet flickering film based search term provided userstaf2021 one word movie website organizes flood images internet flickering film based search term provided user staf2021 2021 one word movie extraordinary online project swiss artist beat brogle philippe zimmerma organises flood images internet flickering film based word provided user specially programmed search engine built top popular image search facilities available internet forms basis fascinating exploration internet imaginary supplied banal internet actions search term engine produces hit list images provide raw material movie generated instantaneously using latest web imagery kinship structural film 1960s 1970s semantic image search raises cognitive question figured prominently modern art relationship image text time posed anew practical urgent matter directly affecting habits millions internet usersbeat brogle philippe zimmerm22 november 2004 one word movie extraordinary online project swiss artist beat brogle philippe zimmerma organises flood images internet flickering film based word provided user specially programmed search engine built top popular image search facilities available internet forms basis fascinating exploration internet imaginary supplied banal internet actions search term engine produces hit list images provide raw material movie generated instantaneously using latest web imagery kinship structural film 1960s 1970s semantic image search raises cognitive question figured prominently modern art relationship image text time posed anew practical urgent matter directly affecting habits millions internet users beat brogle philippe zimmerm22 november 2004 beat brogle philippe zimmerma 22 november 2004,"internet, search, word, movie, images, film, image, brogle, philippe, flood, flickering, based, term, provided, engine, one, beat, zimmerma, user, november",Moving Images,Switzerland,CHE,Global North,Europe,Rhizome,2
247,https://artbase.rhizome.org/wiki/Q3693,One the puppet of the other,"Nicolas Frespech, Annie Abrahams",2008,2007,"French, Dutch","M, F",performance videoxa0non scene two igloo tents two spaces shape sphere shelter two artists devote play others living dollninside tents face face via system two webcams public follow hidden face face via interface permits project webcam images two artists side side wall behind tentsnas virtual world video game second life artists give orders avatar played contrary happens virtual world alter ego well alive capacities agree give flesh projections othernaie abrahams nicolas frespech comment present situation tend live bubble sphere without need forming couple virtual doublesaie abrahams nicolas frespec17 april 2008 performance videoxa0non scene two igloo tents two spaces shape sphere shelter two artists devote play others living dollninside tents face face via system two webcams public follow hidden face face via interface permits project webcam images two artists side side wall behind tentsnas virtual world video game second life artists give orders avatar played contrary happens virtual world alter ego well alive capacities agree give flesh projections othernaie abrahams nicolas frespech comment present situation tend live bubble sphere without need forming couple virtual doublesaie abrahams nicolas frespec17 april 2008 performance videoxa0non scene two igloo tents two spaces shape sphere shelter two artists devote play others living dollninside tents face face via system two webcams public follow hidden face face via interface permits project webcam images two artists side side wall behind tentsnas virtual world video game second life artists give orders avatar played contrary happens virtual world alter ego well alive capacities agree give flesh projections othernaie abrahams nicolas frespech comment present situation tend live bubble sphere without need forming couple virtual doubles aie abrahams nicolas frespec17 april 2008 aie abrahams nicolas frespech 17 april 2008,"two, face, artists, virtual, abrahams, nicolas, tents, sphere, via, side, world, give, frespech, april, performance, scene, igloo, spaces, shape, shelter",Moving Images,France,FRA,Global North,Europe,Rhizome,2
248,https://artbase.rhizome.org/wiki/Q2256,one simple pixel project 2007,Joshua L. Davis,2007,2007,American,M,january 1st 2007 4am est launched one simple pixel project wwwonesimplepixelcom attempting create one single image 1000 x 1000 pixels size collective contributions 1000000 people person chooses one single pixel personalizes giving name choosing color optionally comment quote rest world see theories countless many first thought result collection random pixels however image slowly appears makes one wonder image actually become one million people contributing one simple pixel project answer questioi think decided become collaborative artist first real project please give feedback add pixeljoshua l davi19 march 2007njanuary 1st 2007 4am est launched one simple pixel project  attempting create one single image 1000 x 1000 pixels size collective contributions 1000000 people person chooses one single pixel personalizes giving name choosing color optionally comment quote rest world seenthe projects goal see one million people capable creating voluntarily projects outcome would also like answer questions collective mind exist influences us existing pixels influence new ones people collaborative outside site influence outcome people primarily add pixels without considering othersnthe theories countless many first thought result collection random pixels however image slowly appears makes one wonder image actually become one million people contributing one simple pixel project answer questiothe idea creating personalized pixel pretty interesting concept hope give people sense coecting world wide part brilliant work art meaning eye sees people see really one million says creator entrepreneur joshua l davis marietta georgia amazing see small contribution current sea unclaimed pixels continues mr davis add personalized pixel today help create one amazing piece artjoshua l davi19 march 2007 january 1st 2007 4am est launched one simple pixel project wwwonesimplepixelcom attempting create one single image 1000 x 1000 pixels size collective contributions 1000000 people person chooses one single pixel personalizes giving name choosing color optionally comment quote rest world see theories countless many first thought result collection random pixels however image slowly appears makes one wonder image actually become one million people contributing one simple pixel project answer questioi think decided become collaborative artist first real project please give feedback add pixeljoshua l davi19 march 2007 january 1st 2007 4am est launched one simple pixel project wwwonesimplepixelcom attempting create one single image 1000 x 1000 pixels size collective contributions 1000000 people person chooses one single pixel personalizes giving name choosing color optionally comment quote rest world see theories countless many first thought result collection random pixels however image slowly appears makes one wonder image actually become one million people contributing one simple pixel project answer questioi think decided become collaborative artist first real project please give feedback add pixel joshua l davi19 march 2007 joshua l davis 19 march 2007 january 1st 2007 4am est launched one simple pixel project  attempting create one single image 1000 x 1000 pixels size collective contributions 1000000 people person chooses one single pixel personalizes giving name choosing color optionally comment quote rest world seenthe projects goal see one million people capable creating voluntarily projects outcome would also like answer questions collective mind exist influences us existing pixels influence new ones people collaborative outside site influence outcome people primarily add pixels without considering othersnthe theories countless many first thought result collection random pixels however image slowly appears makes one wonder image actually become one million people contributing one simple pixel project answer questiothe idea creating personalized pixel pretty interesting concept hope give people sense coecting world wide part brilliant work art meaning eye sees people see really one million says creator entrepreneur joshua l davis marietta georgia amazing see small contribution current sea unclaimed pixels continues mr davis add personalized pixel today help create one amazing piece artjoshua l davi19 march 2007 january 1st 2007 4am est launched one simple pixel project  attempting create one single image 1000 x 1000 pixels size collective contributions 1000000 people person chooses one single pixel personalizes giving name choosing color optionally comment quote rest world seenthe projects goal see one million people capable creating voluntarily projects outcome would also like answer questions collective mind exist influences us existing pixels influence new ones people collaborative outside site influence outcome people primarily add pixels without considering othersnthe theories countless many first thought result collection random pixels however image slowly appears makes one wonder image actually become one million people contributing one simple pixel project answer questiothe idea creating personalized pixel pretty interesting concept hope give people sense coecting world wide part brilliant work art meaning eye sees people see really one million says creator entrepreneur joshua l davis marietta georgia amazing see small contribution current sea unclaimed pixels continues mr davis add personalized pixel today help create one amazing piece art joshua l davi19 march 2007 joshua l davis 19 march 2007,"one, people, pixel, pixels, image, project, simple, single, see, million, l, create, collective, world, first, become, answer, add, march, davis",Still Images,United States,USA,Global North,North America,Rhizome,0
249,https://artbase.rhizome.org/wiki/Q2238,One Free Minute,Daniel Jolliffe,2005,2005,Canadian,M,one free minute mobile sculpture designed allow instances anonymous public speech anonymous callers one free minutenowikis tollfree line record message minute broadcast publicstaf2021n  free minute mobile sculpture designed allow instances anonymous free speech callers one free minutes cell phone coected amplifier speech projected public space exactly one minute one free minute also houses digital archive calls made answering machine played back randomly live callsnthere two ways participate one free minutencall archive number leave message future performances 6144419533ncall live performance see  performance schedule nthe principal intent behind one free minute investigate public discourse human communication makes possible changed technology cellular phone technology increasingly brought private space public realm metering human interaction billedbytheminute increments one free minute inverts private nature cellular technology using break soundscape public space unpredictable acts improvised anonymous free speechna secondary intent one free minute create tool facilitate anonymous free speech public places governments everywhere increasingly vigilant saying one free minute puts bit blur meaning participants speak without fear recrimination information borrow one free minute free demonstrations similar events please email infoonefreeminutenetdaniel jolliff31 may 2005 one free minute mobile sculpture designed allow instances anonymous public speech anonymous callers one free minutenowikis tollfree line record message minute broadcast publicstaf2021 one free minute mobile sculpture designed allow instances anonymous public speech anonymous callers one free minutenowikis tollfree line record message minute broadcast public staf2021 2021  free minute mobile sculpture designed allow instances anonymous free speech callers one free minutes cell phone coected amplifier speech projected public space exactly one minute one free minute also houses digital archive calls made answering machine played back randomly live callsnthere two ways participate one free minutencall archive number leave message future performances 6144419533ncall live performance see  performance schedule nthe principal intent behind one free minute investigate public discourse human communication makes possible changed technology cellular phone technology increasingly brought private space public realm metering human interaction billedbytheminute increments one free minute inverts private nature cellular technology using break soundscape public space unpredictable acts improvised anonymous free speechna secondary intent one free minute create tool facilitate anonymous free speech public places governments everywhere increasingly vigilant saying one free minute puts bit blur meaning participants speak without fear recrimination information borrow one free minute free demonstrations similar events please email infoonefreeminutenetdaniel jolliff31 may 2005  free minute mobile sculpture designed allow instances anonymous free speech callers one free minutes cell phone coected amplifier speech projected public space exactly one minute one free minute also houses digital archive calls made answering machine played back randomly live callsnthere two ways participate one free minutencall archive number leave message future performances 6144419533ncall live performance see  performance schedule nthe principal intent behind one free minute investigate public discourse human communication makes possible changed technology cellular phone technology increasingly brought private space public realm metering human interaction billedbytheminute increments one free minute inverts private nature cellular technology using break soundscape public space unpredictable acts improvised anonymous free speechna secondary intent one free minute create tool facilitate anonymous free speech public places governments everywhere increasingly vigilant saying one free minute puts bit blur meaning participants speak without fear recrimination information borrow one free minute free demonstrations similar events please email infoonefreeminutenet daniel jolliff31 may 2005 daniel jolliffe 31 may 2005,"free, one, minute, public, anonymous, speech, space, technology, mobile, sculpture, designed, allow, instances, callers, message, phone, archive, live, performance, intent",Media and Performance,Canada,CAN,Global North,North America,Rhizome,0
250,https://artbase.rhizome.org/wiki/Q12174,On your wrist is the universe,Adriana Knouf,2021,2016,American,F,built upon pebble smartwatch platform wrist universe suite poems uses realtime information satellites rocket bodies planets stars basis forxa0 generative poetry offering tangible translation bodies otherworldly bodies project highlights possibilities electronic poetry worn surface skin available short glances momentadriana knou2021nmultiple temporalities work wrist universe time saccade wrist time rocket bodies tumbling time planets completing trips around sun yet another temporality comes play namely obsolescence pebble company produces watch defunct project thus asks us consider relationships development construction electronic poetry artifacts much longer timeframes involved contemplating universeadriana knou2021 built upon pebble smartwatch platform wrist universe suite poems uses realtime information satellites rocket bodies planets stars basis forxa0 generative poetry offering tangible translation bodies otherworldly bodies project highlights possibilities electronic poetry worn surface skin available short glances momentadriana knou2021 built upon pebble smartwatch platform wrist universe suite poems uses realtime information satellites rocket bodies planets stars basis forxa0 generative poetry offering tangible translation bodies otherworldly bodies project highlights possibilities electronic poetry worn surface skin available short glances moment adriana knou2021 adriana knouf 2021 multiple temporalities work wrist universe time saccade wrist time rocket bodies tumbling time planets completing trips around sun yet another temporality comes play namely obsolescence pebble company produces watch defunct project thus asks us consider relationships development construction electronic poetry artifacts much longer timeframes involved contemplating universeadriana knou2021 multiple temporalities work wrist universe time saccade wrist time rocket bodies tumbling time planets completing trips around sun yet another temporality comes play namely obsolescence pebble company produces watch defunct project thus asks us consider relationships development construction electronic poetry artifacts much longer timeframes involved contemplating universe adriana knou2021 adriana knouf 2021,"bodies, wrist, poetry, time, universe, pebble, rocket, planets, project, electronic, adriana, built, upon, smartwatch, platform, suite, poems, uses, realtime, information",Media and Performance,United States,USA,Global North,North America,Rhizome,1
