Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"60% Off, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.24,Photograph,Photography,2007-05-10,N,109440,,,,,,40.6401,,,30.4801,,
"Jackolope, Texas",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.25,Photograph,Photography,2007-05-10,N,109441,,,,,,40.6401,,,30.4801,,
Mannequin with Red Hat,Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.26,Photograph,Photography,2007-05-10,N,109442,,,,,,40.6401,,,30.4801,,
"The Jewish Woman of Algiers, Charles Cordier, 1962",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.27,Photograph,Photography,2007-05-10,N,109443,,,,,,40.6401,,,30.4801,,
"Menhir, Pagaliaghju",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.28,Photograph,Photography,2007-05-10,N,109444,,,,,,40.6401,,,30.4801,,
"Aristide Maillol ""La Nuit"" 1909",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.29,Photograph,Photography,2007-05-10,N,109445,,,,,,40.6401,,,30.4801,,
"Mask, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.30,Photograph,Photography,2007-05-10,N,109446,,,,,,40.6401,,,30.4801,,
"Horse Poster, Queens, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.31,Photograph,Photography,2007-05-10,N,109447,,,,,,40.6401,,,30.4801,,
"Patty, Texas",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.32,Photograph,Photography,2007-05-10,N,109448,,,,,,40.6401,,,30.4801,,
"Auguste Rodin ""The Burgher of Calais""",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.33,Photograph,Photography,2007-05-10,N,109449,,,,,,40.6401,,,30.4801,,
"Native American, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.34,Photograph,Photography,2007-05-10,N,109450,,,,,,40.6401,,,30.4801,,
"Menhir, Corsica",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.35,Photograph,Photography,2007-05-10,N,109451,,,,,,40.6401,,,30.4801,,
"Suzanne, Los Angeles",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.36,Photograph,Photography,2007-05-10,N,109452,,,,,,40.6401,,,30.4801,,
Deer Head in Salvation Army,Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.37,Photograph,Photography,2007-05-10,N,109453,,,,,,40.6401,,,30.4801,,
"Standing Hanuman, Tamul Nadu India, Chola Period 11th Century, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.38,Photograph,Photography,2007-05-10,N,109454,,,,,,40.6401,,,30.4801,,
"Kachina Doll, Texas",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.39,Photograph,Photography,2007-05-10,N,109455,,,,,,40.6401,,,30.4801,,
"Lady Bird Johnson, Texas",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.40,Photograph,Photography,2007-05-10,N,109456,,,,,,40.6401,,,30.4801,,
"Fifth Avenue, Cap, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.41,Photograph,Photography,2007-05-10,N,109457,,,,,,40.6401,,,30.4801,,
"Warewolf, Los Angeles",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.42,Photograph,Photography,2007-05-10,N,109458,,,,,,40.6401,,,30.4801,,
"Mannequin, Bonifacio, France",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.43,Photograph,Photography,2007-05-10,N,109459,,,,,,40.6401,,,30.4801,,
"Janus Sculpture, Victoria and Albert Museum, London",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.44,Photograph,Photography,2007-05-10,N,109460,,,,,,40.6401,,,30.4801,,
Beyonce,Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.45,Photograph,Photography,2007-05-10,N,109461,,,,,,40.6401,,,30.4801,,
"Lyndon Baines Johnson, Animatronical Figure, Texas",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.46,Photograph,Photography,2007-05-10,N,109462,,,,,,40.6401,,,30.4801,,
"Lunar Rock, from NASA's First Space Exploration of the Moon, Texas",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.47,Photograph,Photography,2007-05-10,N,109463,,,,,,40.6401,,,30.4801,,
"Statue of Liberty, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.48,Photograph,Photography,2007-05-10,N,109464,,,,,,40.6401,,,30.4801,,
"Diorama Figure, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.49,Photograph,Photography,2007-05-10,N,109465,,,,,,40.6401,,,30.4801,,
"Bodhisattva, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.50,Photograph,Photography,2007-05-10,N,109466,,,,,,40.6401,,,30.4801,,
"Face of Menhir, Fillotosa",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.51,Photograph,Photography,2007-05-10,N,109467,,,,,,40.6401,,,30.4801,,
"Judge Blackstone, Washington, D.C.",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.52,Photograph,Photography,2007-05-10,N,109468,,,,,,40.6401,,,30.4801,,
"Gorilla, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.53,Photograph,Photography,2007-05-10,N,109469,,,,,,40.6401,,,30.4801,,
"Salt Lamp, Wyoming",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.54,Photograph,Photography,2007-05-10,N,109470,,,,,,40.6401,,,30.4801,,
"Menhir, Fillotosa",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.55,Photograph,Photography,2007-05-10,N,109471,,,,,,40.6401,,,30.4801,,
"Barbie in Fur, New York",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.56,Photograph,Photography,2007-05-10,N,109472,,,,,,40.6401,,,30.4801,,
"The west faced (Saint Anne portal) from the Metropolitan Museum of Art educational computer console during ""Set in Stone: The Face of Medieval Sculpture""",Rachel Harrison,7855,"(American, born 1966)",(American),(1966),(0),(Female),2007,Pigmented inkjet print,"16 × 12"" (40.6 × 30.5 cm)
",Fund for the Twenty-First Century,220.2007.57,Photograph,Photography,2007-05-10,N,109473,,,,,,40.6401,,,30.4801,,
Drawing Restraint 9: Shimenawa,Matthew Barney,7005,"(American, born 1967)",(American),(1967),(0),(Male),2005,Chromogenic color print in self-lubricating plastic frame,"43 × 43"" (109.2 × 109.2 cm)",Gift of Barbara Gladstone,580.2007.x1-x2,Photograph,Photography,2007-10-11,Y,109806,http://www.moma.org/collection/works/109806,http://www.moma.org/media/W1siZiIsIjE0MDQyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=546d6cec82b2802c,,4.445,,109.2202,,,109.2202,,
Bahrain I,Andreas Gursky,7806,"(German, born 1955)",(German),(1955),(0),(Male),2005,Chromogenic color print,"9' 10 7/8"" × 7' 2 1/2"" (301.9 × 219.7)","Acquired in honor of Robert B. Menschel through the generosity of Agnes Gund, Marie-Josée and Henry R. Kravis, Ronald S. and Jo Carole Lauder, and the Speyer Family Foundation",617.2007,Photograph,Photography,2007-10-11,Y,109917,http://www.moma.org/collection/works/109917,http://www.moma.org/media/W1siZiIsIjE5OTQxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a8f046e094ad00a5,,6.0325,,301.9431,,,219.7104,,
Gamepieces,Nalini Malani,32825,"(Indian, born 1946)",(Indian),(1946),(0),(Female),2003/2009,"Four-channel video/shadow play (color, sound: 12 min) and synthetic polymer paint on six Lexan cylinders",Dimensions variable,Gift of the Richard J. Massey Foundation for Arts and Sciences,199.2007,Installation,Media and Performance,2007-04-11,Y,109920,http://www.moma.org/collection/works/109920,http://www.moma.org/media/W1siZiIsIjQyMDcwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=14fa53afce02563c,,,121.9202438405,121.9202438405,,,,,
Rehearsal I (Ensayo I),Francis Alÿs,8383,"(Belgian, born 1959)",(Belgian),(1959),(0),(Male),1999-2001,"Four videos (color and black and white, sound), one painting, 44 drawings, 15 photographs and 3 prints",Dimensions variable,"Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, The Julia Stoschek Foundation, Düsseldorf , and Committee on Media Funds",207.2007.1-67,Installation,Media and Performance,2007-04-11,Y,109921,http://www.moma.org/collection/works/109921,http://www.moma.org/media/W1siZiIsIjE2Mzc1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72346068efab3710,,,,,,,,,
When Faith Moves Mountains,Francis Alÿs,8383,"(Belgian, born 1959)",(Belgian),(1959),(0),(Male),2002,"Three 16mm films transferred to video (color, sound), 13 drawings, 46 photographs, two maps, two prints, one folded shirt",Dimensions variable,"Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, The Julia Stoschek Foundation, Düsseldorf, and Committee on Media Funds",208.2007.1-69,Installation,Media and Performance,2007-04-11,Y,109922,http://www.moma.org/collection/works/109922,http://www.moma.org/media/W1siZiIsIjE3ODk4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41290494cdccb689,,,,,,,,,
Re-enactments,Francis Alÿs,8383,"(Belgian, born 1959)",(Belgian),(1959),(0),(Male),2001,"Two-channel video (color, sound), 19 drawings, two photographs, one hand-colored photograph, 16 newspaper clippings, one print",Dimensions variable,"Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, The Julia Stoschek Foundation, Düsseldorf, and Committee on Media Funds",209.2007.1-40,Installation,Media and Performance,2007-04-11,Y,109923,http://www.moma.org/collection/works/109923,http://www.moma.org/media/W1siZiIsIjE3NzM3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f4659129a40e88a,,,,,,,,,
Interior Scroll-The Cave,Carolee Schneemann,7712,"(American, 1939–2019)",(American),(1939),(2019),(Female),1995,"Video (color, sound)",7:30 min,"Gift of the Julia Stoschek Foundation, Düsseldorf and Committee on Media Funds",204.2007,Video,Media and Performance,2007-04-11,Y,109934,http://www.moma.org/collection/works/109934,http://www.moma.org/media/W1siZiIsIjEyNzk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e627e88fcca70144,,,,,,,,,450.0
Blutclip,Pipilotti Rist,8297,"(Swiss, born 1962)",(Swiss),(1962),(0),(Female),1993,"Video (color, sound)",2:40 min.,"Gift of the Julia Stoschek Foundation, Düsseldorf and Committee on Media Funds",202.2007,Video,Media and Performance,2007-04-11,Y,109937,http://www.moma.org/collection/works/109937,http://www.moma.org/media/W1siZiIsIjEyNzk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41b533c2319bf40d,,,,,,,,,160.0
John Szarkowski,Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(Male),2001,Gelatin silver print,"14 7/8 × 14 3/4"" (37.8 × 37.5 cm)",Gift of the artist in memory of John Szarkowski,609.2007,Photograph,Photography,2007-10-11,N,110034,,,,,,37.7826,,,37.4651,,
"The Brown Sisters, Cataumet, Massachusetts",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),2007,Gelatin silver print,"7 11/16 × 9 5/8"" (19.5 × 24.5 cm)",Gift of the artist,628.2007,Photograph,Photography,2007-10-11,Y,110300,http://www.moma.org/collection/works/110300,http://www.moma.org/media/W1siZiIsIjI5MDIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=86d10145cf6ffe1e,,,,19.5,,,24.5,,
Rides,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(Male),1996,"Chromogenic color print, printed 2007","37 3/8 × 47 1/4"" (95 × 120 cm)",Geraldine J. Murphy Fund,604.2007.x1-x2,Photograph,Photography,2007-10-11,Y,110506,http://www.moma.org/collection/works/110506,http://www.moma.org/media/W1siZiIsIjEyMTc3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=930bcd2ae2a1ee84,,,,95.0,,,120.0,,
"Riddes, Switzerland",Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(Male),1997,"Chromogenic color print, printed 2007","37 3/8 × 47 1/4"" (95 × 120 cm)",Geraldine J. Murphy Fund,605.2007.x1-x2,Photograph,Photography,2007-10-11,Y,110507,http://www.moma.org/collection/works/110507,http://www.moma.org/media/W1siZiIsIjEyMTc3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8ca6732cfd9f79d,,,,95.0,,,120.0,,
Airolo,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(Male),2002,"Chromogenic color print, printed 2007","37 3/8 × 47 1/4"" (95 × 120 cm)",Geraldine J. Murphy Fund,606.2007.x1-x2,Photograph,Photography,2007-10-11,Y,110508,http://www.moma.org/collection/works/110508,http://www.moma.org/media/W1siZiIsIjEyMTc3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=074f29c201141ed1,,,,95.0,,,120.0,,
Pertit-Est,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(Male),2001,"Chromogenic color print, printed 2007","37 3/8 × 47 1/4"" (95 × 120 cm)",Geraldine J. Murphy Fund,607.2007.x1-x2,Photograph,Photography,2007-10-11,Y,110509,http://www.moma.org/collection/works/110509,http://www.moma.org/media/W1siZiIsIjEyMTc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7138edce26dcbcbc,,,,95.0,,,120.0,,
"Philippa Rizopoulos and George Spencer. Law and Order, Wednesday, November 6th, 2002, 10-11 p.m.",Matthew Pillsbury,33131,"(American, born 1973)",(American),(1973),(0),(Male),2002,Pigmented inkjet print,"12 5/8 × 15 3/4"" (32 × 40 cm)",Gift of Dr. Michael I. Jacobs,629.2007,Photograph,Photography,2007-10-11,Y,110523,http://www.moma.org/collection/works/110523,http://www.moma.org/media/W1siZiIsIjIxNjU0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52139d8071a9a836,,,,32.0,,,40.0,,
"Barley Field, Brauweiler",Simone Nieweg,26446,"(German, born 1962)",(German),(1962),(0),(Female),1994,Chromogenic color print,"13 1/4 × 19 3/8"" (33.6 × 49.2 cm)",Gift of Dr. Michael I. Jacobs,626.2007,Photograph,Photography,2007-10-11,Y,110524,http://www.moma.org/collection/works/110524,http://www.moma.org/media/W1siZiIsIjIwMTY4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=949eb418ea462896,,,,33.6,,,49.2,,
"Gepflugter Acker, Neuss-Kapellen",Simone Nieweg,26446,"(German, born 1962)",(German),(1962),(0),(Female),2001,Chromogenic color print,"14 1/16 × 19 7/16"" (35.7 × 49.4 cm)",Gift of Dr. Michael I. Jacobs,627.2007,Photograph,Photography,2007-10-11,Y,110525,http://www.moma.org/collection/works/110525,http://www.moma.org/media/W1siZiIsIjIwMTY4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e51c0485d0f24414,,,,35.7,,,49.4,,
CPU,"John F. Simon, Jr.",25966,"(American, born 1963)",(American),(1963),(0),(Male),1999,"Apple Powerbook 280c, computer software, acrylic, plastic","14 1/2 x 10 1/2 x 3 1/2"" (36.8 x 26.7 x 8.9 cm)",Acquired through the generosity of Richard J. Massey,457.2007,Installation,Media and Performance,2007-09-24,Y,110568,http://www.moma.org/collection/works/110568,http://www.moma.org/media/W1siZiIsIjE1MDY3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=679c3b9af3a28b1a,,8.89,,36.8301,,,26.6701,,
mon.-sun.,Jonathan Horowitz,28666,"(American, born 1966)",(American),(1966),(0),(Male),1996,"Video (black and white, silent; 120 min.), seven VHS tapes, TV, VCR, gray metal stand",Dimensions variable,Gift of Rena Conti and Ivan Moskowitz,1176.2007.a-j,Installation,Media and Performance,2007-12-10,Y,110604,http://www.moma.org/collection/works/110604,http://www.moma.org/media/W1siZiIsIjEzMzMxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54025d5272e1b5ee,,,,,,,,,
dread,Joshua Mosley,33395,"(American, born 1974)",(American),(1974),(0),(Male),2007,"Video animation (black and white, sound; 6 min.) and five bronze sculptures",Dimensions variable,Fund for the Twenty-First Century,1181.2007.a-f,Installation,Media and Performance,2007-12-10,Y,110640,http://www.moma.org/collection/works/110640,http://www.moma.org/media/W1siZiIsIjEzNTk5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9147f4be74ab0432,,,,,,,,,
"Kudzu Devouring Building, near Greensboro, Alabama",William Christenberry,1112,"(American, 1936–2016)",(American),(1936),(2016),(Male),2004,Chromogenic color print,"18 1/4 × 23"" (46.3 × 58.4 cm)",Gift of Lee Friedlander,598.2007,Photograph,Photography,2007-10-11,Y,110720,http://www.moma.org/collection/works/110720,http://www.moma.org/media/W1siZiIsIjI0MjU5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c3dd9b73ec994aa,,,,46.3,,,58.4,,
"Christmas Star, near Akron, Alabama",William Christenberry,1112,"(American, 1936–2016)",(American),(1936),(2016),(Male),"January 1, 2000","Chromogenic color print, printed 2004","18 1/4 × 23 1/16"" (46.3 × 58.5 cm)",Gift of Lee Friedlander,597.2007,Photograph,Photography,2007-10-11,Y,110722,http://www.moma.org/collection/works/110722,http://www.moma.org/media/W1siZiIsIjIzOTYzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fe142f68af3af4e,,,,46.3,,,58.5,,
"Rev. B. F. Perkins' House, near Bankston, Alabama",William Christenberry,1112,"(American, 1936–2016)",(American),(1936),(2016),(Male),1988,"Chromogenic color print, printed 2004","18 3/16 × 23"" (46.2 × 58.4 cm)",Gift of Lee Friedlander,594.2007,Photograph,Photography,2007-10-11,Y,110724,http://www.moma.org/collection/works/110724,http://www.moma.org/media/W1siZiIsIjIzOTYyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea37ee93835098d5,,,,46.2,,,58.4,,
"""Bread of Life,"" near Tuscaloosa, Alabama",William Christenberry,1112,"(American, 1936–2016)",(American),(1936),(2016),(Male),1989,Chromogenic color print,"17 11/16 × 21 15/16"" (45 × 55.7 cm)",Gift of Lee Friedlander,595.2007,Photograph,Photography,2007-10-11,Y,110725,http://www.moma.org/collection/works/110725,http://www.moma.org/media/W1siZiIsIjIzOTYyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b7abb84cdf41dd4,,,,45.0,,,55.7,,
"Morning Glory Vine, Early Morning Light, Tuscaloosa, Alabama",William Christenberry,1112,"(American, 1936–2016)",(American),(1936),(2016),(Male),2004,Chromogenic color print,"18 1/4 × 23"" (46.3 × 58.4 cm)",Gift of Lee Friedlander,599.2007,Photograph,Photography,2007-10-11,Y,110728,http://www.moma.org/collection/works/110728,http://www.moma.org/media/W1siZiIsIjIzOTYzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b90a07c2036d746,,,,46.3,,,58.4,,
"Green Door, Newbern, Alabama",William Christenberry,1112,"(American, 1936–2016)",(American),(1936),(2016),(Male),1997,"Chromogenic color print, printed 2001","23 5/16 × 18 5/16"" (59.2 × 46.5 cm)",Gift of Lee Friedlander,596.2007,Photograph,Photography,2007-10-11,Y,110729,http://www.moma.org/collection/works/110729,http://www.moma.org/media/W1siZiIsIjIzOTYzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80bdd7f3716896c3,,,,59.2,,,46.5,,
John Scott,Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(Male),2001,"Gelatin silver print, printed 2007","15 1/16 × 14 13/16"" (38.3 × 37.6 cm)",Gift of Lee Friedlander in memory of John Scott,608.2007,Photograph,Photography,2007-10-11,N,110730,,,,,,38.3,,,37.6,,
Spain,Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(Male),2003,Gelatin silver print,"15 1/16 × 14 3/4"" (38.2 × 37.4 cm)",Gift of Maria and Lee Friedlander in memory of Harry Gordon,610.2007,Photograph,Photography,2007-10-11,N,110731,,,,,,38.2,,,37.4,,
Empty,Willie Doherty,33646,"(Irish, born 1959)",(Irish),(1959),(0),(Male),2006,"Super 16mm film transferred to video (color, sound)",8 min.,Fund for the Twenty-First Century,447.2007,Installation,Media and Performance,2007-09-24,Y,110908,http://www.moma.org/collection/works/110908,http://www.moma.org/media/W1siZiIsIjEzMTYwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f018eb99a815296c,,,,,,,,,480.0
Ramallah/New York,Emily Jacir,28422,"(American, born 1970)",(American),(1970),(0),(Female),2004-2005,"Two-channel video (color, sound)",38:50 min.,Fund for the Twenty-First Century,449.2007,Installation,Media and Performance,2007-09-24,Y,110909,http://www.moma.org/collection/works/110909,http://www.moma.org/media/W1siZiIsIjE0NjQ5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07a7d2740da1be2d,,,,,,,,,2330.0
Quarta-Feira de Cinzas/Epilogue (Ash Wednesday),"Rivane Neuenschwander, Cao Guimarães","27971, 35152","(Brazilian, born 1967) (Brazilian, born 1965)",(Brazilian) (Brazilian),(1967) (1965),(0) (0),(Female) (Male),2006,"Video (color, sound)",5:44 min.,Fund for the Twenty-First Century,455.2007,Installation,Media and Performance,2007-09-24,Y,110910,http://www.moma.org/collection/works/110910,http://www.moma.org/media/W1siZiIsIjEzNTI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b09405e29a5f32bd,,,,,,,,,344.0
